movieId,keywords
6976,"witch, brother"
6610,"mexico, texas, fractured leg, texas ranger, weapon, revenge"
26838,"asylum, brain injury, film noir"
99345,"u.s. navy, american, admiral"
90460,radio program
79842,
106017,"nazis, newspaper man"
61473,"nasa, chimp, space, independent film"
33988,
139922,"professor, college, musical, burlesque dancer"
147843,"england, small town, world war ii, pregnant girl"
8372,"jealousy, male friendship, wilderness"
118760,
47646,"prostitute, dream, teenager, las vegas, showgirl"
127445,woman director
95004,russian
25807,"bible, classic noir, film noir"
137859,"hostage, kidnapping, homecoming soldier"
91548,
122894,"atlantis, volcano"
143277,silent film
103433,
5002,"beach, ladykiller"
115373,"journalist, infidelity, mobster, neo-noir"
93061,rock music
31340,
94192,"hotel, card game, denver"
95578,"male nudity, fall"
145194,
91715,
167198,
86087,"self sacrifice, chain gang"
112460,"nanny, voodoo, possession"
81646,
72100,lsd
118716,"family relationships, martian, outer space, scientist, alien invasion"
128854,"scotland, dog, lassie"
96702,railroad
73614,
61434,"book, sister, wedding"
149468,
72585,short
115111,"college, old flame"
59178,
149150,woman director
51800,
92371,
140509,"kidnapping, illiteracy, zoo, tape recorder, textbook"
61950,suspense
141319,
26497,"based on novel, fairy tale"
46651,"brazilian, romance, romantic"
142254,"suicide, biography"
110671,racial prejudice
87909,"court, kids, manure"
95012,"knife, river boat, western hero"
94831,door to door salesman
86709,
102526,"plantation, rubber plantation, congo"
95137,"jealousy, professor, publisher"
6163,"post world war ii, 1940s"
6984,"film maker, film director, independent film"
26714,"death row, film noir"
44974,woman director
2199,"women, infidelity, man"
5601,fantasy
31362,
71357,sigmund freud
92635,
46869,"female nudity, waitress, diner, lesbian"
173299,
93263,
84508,
83579,sherlock holmes
105406,"undercover, fbi, fbi agent, fake id, chemistry professor"
167956,"gore, zombie, hanging"
58655,circus
168300,
168994,"japanese, family, military, time of war"
105470,
159000,woman director
155605,
91929,
141262,
105133,
89056,
104638,"sheriff, kidnapping, gold mine, aristocrat, western spoof, saloon singer, far west"
131932,"joke, freak, absurdism"
72400,
130882,"shipwreck, trapped"
48522,
54505,"counter-culture, disciples, multiple murders"
27850,"holiday, witch, magic, halloween, warlock, disney channel"
2186,"cabin in the woods, demonic possession, indian burial ground, short"
154622,hollywood
52458,
84805,halloween
157723,"round table, interview, discussion"
162864,rocks
137014,
168202,"chicken, surreal"
27618,
78278,woman director
45221,
159704,"magic, fairy tale, kingdom, princess, talking animal, king, sword and sorcery"
157787,
131457,"hospital, surgery"
26504,"hat, light, victim, knife, stalker, escape, punishment, giallo, spa, tarantula, wasp, lust, jacket, destruction"
92257,
73922,post-apocalyptic
123235,"paris, love triangle, romantic comedy, romance, reference to woody allen, woman director"
94904,"singer, castro regime"
128876,"sniper, tower block"
32088,"palestinian, american"
32649,
83897,
96306,
41571,"silent film, short"
81981,"suicide, neighbor, janitor, alcoholic"
80337,"library of congress, film preservation"
8779,"primitive time, urzeitwesen, urzeitmonster, dinosaur"
163366,"louisiana, cajun"
137008,"nature, landscape, nature documentary"
49957,
96574,woman director
56691,woman director
133643,
116991,
62851,
26925,mad scientist
4885,based on novel
166886,
1871,"newspaper, press conference, police operation, fugitive"
1870,"press, police operation, fugitive, criminal, poliziotteschi"
1875,"hunting human beings, police operation, police, criminal"
92,slum
100246,"museum, dinosaur, silent film, prehistoric creature"
162592,"film and cinema, history"
3485,"ice, opium, iceberg, ocean liner, secret formula"
49183,
136742,
98560,independent film
84442,
95010,"sex, dancer, nudity, stripper, murder, violence"
47868,
3168,omnibus
128508,
3480,"rape, repayment, world war ii, ball, castle, dying and death, normandy, war, revenge"
5063,
3423,"car crash, extramarital affair"
124857,
80346,"robbery, mayor, prison guard, independent film, blue collar, lawyer, hollywood, los angeles, grocery store"
144910,"small town, satire, dark comedy, soldier, dark humor, army base"
110390,anarchic comedy
72784,"male friendship, murder, suspense, love affair, apartment, extramarital affair, murder mystery"
88599,bus
167810,"underworld, lost city"
125305,
97046,
27873,"new zealand, post-apocalyptic, dystopia, truck, post nuclear"
93939,"fire, lighthouse, mill, curse, pantyhose"
169800,
89720,"spider, tarantula"
110123,
110555,
56511,
56515,
44191,"sex, nudity, cheerleader, bikini, sequel, voyeur, canuxploitation"
93116,"musician, malibu, aspiring singer, female protagonist, valet, female singer, female musician"
107625,two guns belt
143747,
64650,sartana
115353,"spaghetti western, django, sartana"
83140,
27866,"stand-up comedy, live performance, spoof, live audience"
5519,spaghetti western
150704,spaghetti western
86637,
83132,
102533,woman director
110227,
140383,"romance, suitor"
110553,
138394,monty python
69569,police chase
90019,"blackmail, cyanide, vehicular homicide, poliziotteschi"
6591,"scotland yard, secret, lover, edgar wallace, girls' boarding school"
136576,"sicily, undercover cop, mobster"
8014,"himalaya, robber, love of one's life"
81684,"mouse, imaginary creature"
37727,"stockholm, jönsson gang, city hall"
37731,
171427,
8743,"loss of son, baby-snatching, stockholm, bank robbery"
86835,"celebrity, money, temptation, wealthy man, excess"
8906,"sex, lovesickness, infidelity, cheating, new love, indian summer , platonic love, retiree, lover, falling in love, relationship, break-up, divorce, extramarital affair, elderly"
107357,writer
175503,
107028,
120122,"prostitute, emigration"
2141,biography
37058,"self sacrifice, lovers"
5602,"holiday, foreigner, rape, lolita, bourgeoisie, petty bourgeois, racism, lynching, xenophobia"
152635,suspense
91571,"childhood memory, french noir, wrist watch"
3004,"europe, chair, farce, inheritance, jewel"
142979,
127092,
100032,
31547,
105554,
7392,independent film
158382,
98554,
104644,divorce
86508,"prison, women, prostitute, brothel, nudity, murder, jungle, erotic 70s"
175287,
95744,
117913,
69974,"dream, illusion"
54796,
173635,reporter
126331,"sexuality, homophobia, 1970s, women's sexual identity, bisexuality, lesbian relationship, homosexuality, gay relationship, lesbian, gay man, lesbian sex, lesbian interest, bisexual, lgbt, lgbt teen, bisexual man, elderly, lgbt history, gay pride, bisexual woman, exploring sexuality"
92309,
4274,"africa, nurse, world war ii, feminism, world war i, bigamy, sahara, love, revenge, slaughter, colonisation, torture, military hospital"
129311,"rape, vigilante, revenge"
2993,"assurance, loss of wife, erotic movie"
125141,"prison, nudity, female homosexuality"
121493,"arabian, drama, love, comedy"
6547,"female nudity, nazi background, portrait painting, hitler's diaries"
25745,
27706,"medallion, spirit, evil ginger"
118390,"sex, eroticism, nudity, voyeurism"
90015,spaghetti western
119569,"secret agent, weapon, marvel comic, superhero, based on comic, marvel cinematic universe"
89351,"rape, sexual abuse, sheriff, suspicion, pig, farm, murder, independent film, escape, blood, hospital, violence, incest, dismemberment, mental"
96631,"vigilante, extreme violence, violence"
159652,
66584,
146380,"ax, jack the ripper, forest, murder, gore, decapitation, blood, hatchet"
113300,
160874,"world war ii, miniseries, nazism"
110779,
128588,
45179,woman director
83912,
106326,
78124,
2963,"moon, space travel, space, steampunk, crash, silent film, voyage, catastrophe, short"
33229,silent film
157152,
91908,"video, ladder, high school, video camera, fear, teenager, videotape, race against the clock, dvd extra, short, featurette"
84176,animal
102807,
106922,"paris, telekinesis, takeover, superhero, crown, heist, superpower, superhero spoof, super villain, spy spoof, 1960s, gadgets, london"
53769,film noir
144204,
112454,"clown, boy, murder, blood, child murder, killer clown"
85025,
43871,"rebellion, irish republican army, class differences, ireland, occupation"
5065,"washington d.c., carry on"
171045,"terror, carnival, road trip, diner"
124521,"blackout, pilot"
32941,"infidelity, boat, lake, house"
40681,
163631,
109102,"fire, necklace, painting, doll, hawk"
169158,"fanatic, siege"
158113,"bishop, perry mason, manslaughter"
148410,"honeymoon, perry mason"
141978,"native american, calvary"
154140,
97899,
101904,independent film
31347,"japan, elementary school, sixth grader, card, video tape"
71591,
90086,biker film
100205,
27036,"femme fatale, bag of money, film noir"
71910,"prisoner on the run, revenge killing"
142408,
144288,"mercenary, sorcery, manga, sword fight, blood, demon"
125990,"girlfriend, murder, disappearance, tv movie, abuse, activist"
97593,shark
38198,"circus, africa, lion"
136070,wetting pants
140441,"japan, online, ringu, cursed videos"
26340,"terror, war, sequel, delta force"
26113,
90806,
63590,"female nudity, nurse, murder, valentine, stalking, serial killer, decapitation, surprise ending, hospital, slasher, valentine's day"
5896,"sex, butler, nudity, sheik, independent film, bullfighter, journey"
71750,"queen, sleep, magic, fairy, musical, princess, curse, king"
117428,
117424,
79570,
169656,
83361,"machete, bandana, palms"
136190,suspense
106682,"pop star, proto-slasher"
8371,"father son relationship, loss of mother, taxi driver, pedophilia"
165027,"male nudity, camping, german, highway, gay relationship, man man relationship, skinny dipping, lgbt, mental hospital"
31413,
108540,
52980,
79572,
161064,
1269,"london england, detective inspector, lover (female), planned murder, chase, threat to death, investigation, inspector, police"
1419,"love at first sight, cologne, salesclerk, midlife crisis, mobile phone, coffee shop, egomania, concert, best friend"
150056,
5833,"holiday, assistant, song, tricks, cartoon, surrealism, children, look-alike, kindness, ruler, scare, task"
96872,
1615,
1616,"ship, murder"
2169,"car race, hairdresser, photographer, relationship problems, opel manta"
6172,"nazis, nazi germany"
78313,
1915,"car race, hairdresser, ruhr, mercedes benz, idiot, macho, turk, opel manta, tussi"
160171,
138486,"attack, wagon train, indian attack"
153162,dr. kildare
103164,"stage, colonel, shootout, bar shootout, street shoutout"
91628,umerziehung
4436,bundeswehr soldier
106268,
167262,
58920,"middle east, harem"
140212,korea
53435,vancouver
131739,"navy, attack"
2189,"sex, nudity, party, mechanic, tomboy"
163523,
